FIELD_NAME	FIELD_TYPE	FIELD_LEN	FIELD_DEC	FIELD_LABL	QUEST_LOC	MISSING	NOTAPPL	DEFAULT	FIELD_VALI	FIELD_CODE	FIELD_EDIT	FIELD_CARR	ORDER_SCRN	ORDER_FILE	COMMENT1	MEAS_CLASS	IDBOOK	FMT	VALID_VAL	MIN_MAX	FILTER_VAR	FILTER_CND	CONFIRMED
M042151	C	2	0	SHAPE WITH AB AS LINE OF SYMMETRY (1)	(M11_09)	99	98	97	M042151$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	171	171	GEOMETRY\APPLYING (T) (M11_09)	SA	10,11		10;79;				
M042132	C	1	0	WHAT IS THE PERIMETER OF THE FIGURE (A)	(M11_10)	9	8	7	M042132$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	172	172	GEOMETRY\REASONING (T) (M11_10)	M1	10,11		1;2;3;4;				
M042257	C	1	0	WHICH 2 SHAPES FIT TOGETHER (C)	(M11_11)	9	8	7	M042257$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	173	173	GEOMETRY\REASONING (T) (M11_11)	M3	10,11		1;2;3;4;				
M042158	C	1	0	DIFFERENCE IN HIGH AND LOW TEMP (B)	(M11_12)	9	8	7	M042158$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	174	174	DATA AND CHANCE\KNOWING (T) (M11_12)	M2	10,11		1;2;3;4;				
M042252	C	1	0	SPEED TIME GRAPH (A)	(M11_13)	9	8	7	M042252$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	175	175	DATA AND CHANCE\APPLYING (T) (M11_13)	M1	10,11		1;2;3;4;				
M042261	C	1	0	HOW LIKELY IT WILL RAIN (C)	(M11_14)	9	8	7	M042261$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	176	176	DATA AND CHANCE\KNOWING (T) (M11_14)	M3	10,11		1;2;3;4;				
M052079	C	1	0	LENGTH OF SHORTER STRING PIECE (B)	(M12_01)	9	8	7	M052079$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	177	177	NUMBER\APPLYING (M12_01)	M2	11,12		1;2;3;4;				
M052204	C	1	0	WHICH IS A PRIME NUMBER (C)	(M12_02)	9	8	7	M052204$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	178	178	NUMBER\KNOWING (M12_02)	M3	11,12		1;2;3;4;				
M052364	C	2	0	ANSWER TO ROBERT'S PROBLEM (1)	(M12_03)	99	98	97	M052364$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	179	179	NUMBER\APPLYING (M12_03)	SA	11,12		10;70;79;				
M052215	C	2	0	FRACTION OF DIAGRAM SHADED (1)	(M12_04)	99	98	97	M052215$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	180	180	NUMBER\KNOWING (M12_04)	SA	11,12		10;79;				
M052147	C	1	0	WHICH STATEMENT IS TRUE (B)	(M12_05)	9	8	7	M052147$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	181	181	NUMBER\APPLYING (M12_05)	M2	11,12		1;2;3;4;				
M052067	C	1	0	VALUE OF GIVEN EXPRESSION (B)	(M12_06)	9	8	7	M052067$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	182	182	ALGEBRA\KNOWING (M12_06)	M2	11,12		1;2;3;4;				
M052068	C	1	0	IDENTIFY AN EQUIVALENT EXPRESSION (A)	(M12_07)	9	8	7	M052068$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	183	183	ALGEBRA\KNOWING (M12_07)	M1	11,12		1;2;3;4;				
M052087	C	2	0	SOLVE FOR SIMULTANEOUS EQUATIONS (1)	(M12_08)	99	98	97	M052087$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	184	184	ALGEBRA\APPLYING (M12_08)	SA	11,12		10;70;79;				
M052048	C	2	0	LINES OF SYMMETRY FOR PENTAGON (1)	(M12_09)	99	98	97	M052048$'10#70#71#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	185	185	GEOMETRY\APPLYING (M12_09)	SA	11,12		10;70;71;79;				
M052039	C	2	0	LENGTH OF LINE SEGMENT AB (1)	(M12_10)	99	98	97	M052039$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	186	186	GEOMETRY\APPLYING (M12_10)	SA	11,12		10;79;				
M052208	C	1	0	NUMBER OF CUBES THAT FIT IN A BOX (D)	(M12_11)	9	8	7	M052208$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	187	187	GEOMETRY\REASONING (M12_11)	M4	11,12		1;2;3;4;				
M052419A	C	1	0	GIRLS PLAYING VIDEO GAMES (C)	(M12_12A)	9	8	7	M052419A$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	188	188	DATA AND CHANCE\KNOWING (M12_12)	M3	11,12		1;2;3;4;				
M052419B	C	1	0	DIFFERENCE IN PERCENTAGES (C)	(M12_12B)	9	8	7	M052419B$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	189	189	DATA AND CHANCE\KNOWING (M12_12)	M3	11,12		1;2;3;4;				
M052115	C	1	0	RASPBERRY AS FAVORITE FLAVOR (D)	(M12_13)	9	8	7	M052115$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	190	190	DATA AND CHANCE\APPLYING (M12_13)	M4	11,12		1;2;3;4;				
M052421	C	2	0	EXPLAIN WHY PAT IS CORRECT (1)	(M12_14)	99	98	97	M052421$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	191	191	DATA AND CHANCE\REASONING (M12_14)	SA	11,12		10;79;				
M042182	C	1	0	HOW FAR DID JOHN JUMP (C)	(M13_01)	9	8	7	M042182$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	192	192	NUMBER\APPLYING (T) (M13_01)	M3	12,13		1;2;3;4;				
M042081	C	2	0	WRITE AS DECIMAL NUMBER (1)	(M13_02)	99	98	97	M042081$'10#70#71#72#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:72;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	193	193	NUMBER\KNOWING (T) (M13_02)	SA	12,13		10;70;71;72;79;				
M042049	C	1	0	WHAT IS VALUE OF 3X+3Y (C)	(M13_03)	9	8	7	M042049$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	194	194	ALGEBRA\KNOWING (T) (M13_03)	M3	12,13		1;2;3;4;				
M042052	C	1	0	RATIO EQUIVALENT TO 1:4 (A)	(M13_04)	9	8	7	M042052$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	195	195	NUMBER\KNOWING (T) (M13_04)	M1	12,13		1;2;3;4;				
M042076	C	1	0	EXPRESSION FOR ONE-FIFTH OF X (D)	(M13_05)	9	8	7	M042076$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	196	196	ALGEBRA\KNOWING (T) (M13_05)	M4	12,13		1;2;3;4;				
M042302A	C	2	0	COST OF PHONE FOR 1 YEAR (2)	(M13_06A)	99	98	97	M042302A$'20#10#11#79#99#98#96'	CORRECT RESPONSE:20;PARTIALLY CORRECT RESPONSE:10;PARTIALLY CORRECT RESPONSE:11;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	197	197	NUMBER\APPLYING (T) (M13_06)	SA	12,13		20;10;11;79;				
M042302B	C	2	0	PAY AFTER FIRST YEAR (2)	(M13_06B)	99	98	97	M042302B$'20#21#10#11#12#79#99#98#96'	CORRECT RESPONSE:20;CORRECT RESPONSE:21;PARTIALLY CORRECT RESPONSE:10;PARTIALLY CORRECT RESPONSE:11;PARTIALLY CORRECT RESPONSE:12;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	198	198	NUMBER\APPLYING (T) (M13_06)	SA	12,13		20;21;10;11;12;79;				
M042302C	C	2	0	WHICH PLAN IS LESS EXPENSIVE (2)	(M13_06C)	99	98	97	M042302C$'20#10#70#71#79#99#98#96'	CORRECT RESPONSE:20;PARTIALLY CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	199	199	NUMBER\REASONING (T) (M13_06)	SA	12,13		20;10;70;71;79;				
M042100	C	1	0	PAIR OF NUMBERS THAT SATISFY EQN (C)	(M13_07)	9	8	7	M042100$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	200	200	ALGEBRA\KNOWING (T) (M13_07)	M3	12,13		1;2;3;4;				
M042202	C	1	0	FORMULA FOR K THE COST OF TRIP (B)	(M13_08)	9	8	7	M042202$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	201	201	ALGEBRA\APPLYING (T) (M13_08)	M2	12,13		1;2;3;4;				
M042240	C	1	0	VALUE OF X AND Y (D)	(M13_09)	9	8	7	M042240$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	202	202	ALGEBRA\APPLYING (T) (M13_09)	M4	12,13		1;2;3;4;				
M042093	C	2	0	TEMPERATURE AT MOUNTAIN TOP (1)	(M13_10)	99	98	97	M042093$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	203	203	ALGEBRA\APPLYING (T) (M13_10)	SA	12,13		10;79;				
M042271	C	1	0	HOW MANY CUBES WERE LEFT (C)	(M13_11)	9	8	7	M042271$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	204	204	GEOMETRY\APPLYING (T) (M13_11)	M3	12,13		1;2;3;4;				
M042268	C	1	0	AREA OF THE TRIANGLE ABC (B)	(M13_12)	9	8	7	M042268$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	205	205	GEOMETRY\REASONING (T) (M13_12)	M2	12,13		1;2;3;4;				
M042159	C	2	0	COMPLETE THE BAR CHART (1)	(M13_13)	99	98	97	M042159$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	206	206	DATA AND CHANCE\APPLYING (T) (M13_13)	SA	12,13		10;70;79;				
M042164	C	2	0	AGREE/DISAGREE WITH THE SALESMAN (1)	(M13_14)	99	98	97	M042164$'10#11#12#70#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:12;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	207	207	DATA AND CHANCE\REASONING (T) (M13_14)	SA	12,13		10;11;12;70;79;				
M042167	C	2	0	OVERALL AVERAGE OF 9 FOR AHMED (1)	(M13_15)	99	98	97	M042167$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	208	208	DATA AND CHANCE\REASONING (T) (M13_15)	SA	12,13		10;79;				
M052024	C	1	0	OCTAGON WITH EQUIVALENT SHADING (B)	(M14_01)	9	8	7	M052024$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	209	209	NUMBER\KNOWING (M14_01)	M2	13,14		1;2;3;4;				
M052058A	C	2	0	TIME WHEN PAT FINISHES LAST LAP (1)	(M14_02A)	99	98	97	M052058A$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	210	210	NUMBER\APPLYING (M14_02)	SA	13,14		10;79;				
M052058B	C	2	0	PERCENTAGE OF LAPS FINISHED (1)	(M14_02B)	99	98	97	M052058B$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	211	211	NUMBER\APPLYING (M14_02)	SA	13,14		10;79;				
M052125	C	1	0	MULTIPLES OF 3 (D)	(M14_03)	9	8	7	M052125$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	212	212	NUMBER\REASONING (M14_03)	M4	13,14		1;2;3;4;				
M052229	C	2	0	CONVERT DECIMAL TO A FRACTION. (1)	(M14_04)	99	98	97	M052229$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	213	213	NUMBER\KNOWING (M14_04)	SA	13,14		10;70;79;				
M052063	C	1	0	EXPRESSION FOR AREA OF RECTANGLE (C)	(M14_05)	9	8	7	M052063$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	214	214	ALGEBRA\APPLYING (M14_05)	M3	13,14		1;2;3;4;				
M052072	C	1	0	EXPRESSION WITH EXPONENTS OF Y (B)	(M14_06)	9	8	7	M052072$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	215	215	ALGEBRA\KNOWING (M14_06)	M2	13,14		1;2;3;4;				
M052146A	C	2	0	NUMBER OF MATCHES FOR FIGURE 10 (1)	(M14_07A)	99	98	97	M052146A$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	216	216	ALGEBRA\REASONING (M14_07)	SA	13,14		10;79;				
M052146B	C	2	0	RULE FOR NUMBER OF MATCHES (1)	(M14_07B)	99	98	97	M052146B$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	217	217	ALGEBRA\REASONING (M14_07)	SA	13,14		10;70;79;				
M052092	C	1	0	GRAPH OF 3Y = 2X + 6 (A)	(M14_08)	9	8	7	M052092$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	218	218	ALGEBRA\APPLYING (M14_08)	M1	13,14		1;2;3;4;				
M052046	C	1	0	ROTATION AND REFLECTION (D)	(M14_09)	9	8	7	M052046$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	219	219	GEOMETRY\REASONING (M14_09)	M4	13,14		1;2;3;4;				
M052083	C	1	0	SURFACE AREA OF THE PRISM (C)	(M14_10)	9	8	7	M052083$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	220	220	GEOMETRY\APPLYING (M14_10)	M3	13,14		1;2;3;4;				
M052082	C	1	0	VALUE OF ANGLE X OUTSIDE TRIANGLE (C)	(M14_11)	9	8	7	M052082$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	221	221	GEOMETRY\APPLYING (M14_11)	M3	13,14		1;2;3;4;				
M052161	C	1	0	NUMBER OF BALLS IN A BAG (B)	(M14_12)	9	8	7	M052161$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	222	222	DATA AND CHANCE\APPLYING (M14_12)	M2	13,14		1;2;3;4;				
M052418A	C	1	0	LIV'S SMARTPHONE USE (D)	(M14_13A)	9	8	7	M052418A$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	223	223	DATA AND CHANCE\APPLYING (M14_13)	M4	13,14		1;2;3;4;				
M052418B	C	1	0	SMARTPHONE USE LISTENING TO MUSIC (A)	(M14_13B)	9	8	7	M052418B$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	224	224	DATA AND CHANCE\APPLYING (M14_13)	M1	13,14		1;2;3;4;				
S032611	C	1	0	PURPOSE OF CELLULAR RESPIRATION (A)	(S01_01)	9	8	7	S032611$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	225	225	BIOLOGY\KNOWING (T) (S01_01)	M1	1,14		1;2;3;4;				
S032614	C	2	0	NUMBER OF KIDNEYS SON HAS AT BIRTH (1)	(S01_02)	99	98	97	S032614$'10#11#19#70#71#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	226	226	BIOLOGY\APPLYING (T) (S01_02)	SA	1,14		10;11;19;70;71;79;				
S032451	C	2	0	DIFFERENCE IN SNAIL SHELL COLORS (2)	(S01_03)	99	98	97	S032451$'20#21#29#10#19#70#79#99#98#96'	CORRECT RESPONSE:20;CORRECT RESPONSE:21;CORRECT RESPONSE:29;PARTIALLY CORRECT RESPONSE:10;PARTIALLY CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESP:79;omitted:99;not admin.:98;not reached:96;	1	0	227	227	BIOLOGY\APPLYING (T) (S01_03)	SA	1,14		20;21;29;10;19;70;79;				
S032156	C	1	0	SOLUBILITY/TEMPERATURE GRAPHS (C)	(S01_04)	9	8	7	S032156$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	228	228	CHEMISTRY\REASONING (T) (S01_04)	M3	1,14		1;2;3;4;				
S032056	C	2	0	SODIUM BICARBONATE IN VINEGAR (1)	(S01_05)	99	98	97	S032056$'10#11#12#19#70#71#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:12;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	229	229	CHEMISTRY\APPLYING (T) (S01_05)	SA	1,14		10;11;12;19;70;71;79;				
S032087	C	1	0	LONG-TERM IMMUNITY AGAINST DISEASE (C)	(S01_06)	9	8	7	S032087$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	230	230	BIOLOGY\KNOWING (T) (S01_06)	M3	1,14		1;2;3;4;				
S032279	C	1	0	WHY BOTTLE COLLAPSES IN THE VALLEY (D)	(S01_07)	9	8	7	S032279$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	231	231	PHYSICS\APPLYING (T) (S01_07)	M4	1,14		1;2;3;4;				
S032238	C	1	0	GAPS BETWEEN METAL RAIL SPANS (A)	(S01_08)	9	8	7	S032238$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	232	232	PHYSICS\APPLYING (T) (S01_08)	M1	1,14		1;2;3;4;				
S032369	C	2	0	SOUND FROM ELECTRIC BELL IN JAR (2)	(S01_09)	99	98	97	S032369$'20#29#10#11#19#70#71#79#99#98#96'	CORRECT RESP:20;CORRECT RESP:29;PARTIALLY CORRECT RESP:10;PARTIALLY CORRECT RESP:11;PARTIALLY CORRECT RESP:19;INCORRECT RESP:70;INCOR RESP:71;INCOR RESP:79;omitted:99;not admin.:98;not reached:96;	1	0	233	233	PHYSICS\APPLYING (T) (S01_09)	SA	1,14		20;29;10;11;19;70;71;79;				
S032160	C	1	0	DIFFERENCE BET. PLANETS AND MOONS (C)	(S01_10)	9	8	7	S032160$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	234	234	EARTH SCIENCE\KNOWING (T) (S01_10)	M3	1,14		1;2;3;4;				
S032654	C	1	0	LOCATION OF JUNGLE (A)	(S01_11)	9	8	7	S032654$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	235	235	EARTH SCIENCE\REASONING (T) (S01_11)	M1	1,14		1;2;3;4;				
S032126	C	2	0	VOLCANIC ERUPTION EFFECTS (1)	(S01_12)	99	98	97	S032126$'10#11#19#70#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	236	236	EARTH SCIENCE\KNOWING (T) (S01_12)	SA	1,14		10;11;19;70;79;				
S032510	C	1	0	MATERIAL THAT BREAKS DOWN QUICKLY (D)	(S01_13)	9	8	7	S032510$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	237	237	EARTH SCIENCE\KNOWING (T) (S01_13)	M4	1,14		1;2;3;4;				
S032158	C	1	0	MOLECULES OF GAS WHEN HEATED (B)	(S01_14)	9	8	7	S032158$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	238	238	PHYSICS\KNOWING (T) (S01_14)	M2	1,14		1;2;3;4;				
S052093	C	1	0	GENETIC MAKEUP OF TWINS (C)	(S02_01)	9	8	7	S052093$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	239	239	BIOLOGY\APPLYING (S02_01)	M3	1,2		1;2;3;4;				
S052088	C	1	0	LAYERS OF ROCK WITH FOSSILS (A)	(S02_02)	9	8	7	S052088$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	240	240	BIOLOGY\APPLYING (S02_02)	M1	1,2		1;2;3;4;				
S052030	C	1	0	WATER TRAVELS THROUGH A PLANT (B)	(S02_03)	9	8	7	S052030$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	241	241	BIOLOGY\REASONING (S02_03)	M2	1,2		1;2;3;4;				
S052080	C	1	0	FOODS DIABETICS SHOULD AVOID (D)	(S02_04)	9	8	7	S052080$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	242	242	BIOLOGY\KNOWING (S02_04)	M4	1,2		1;2;3;4;				
S052091	C	2	0	MAYOR WANTS TO PLANT TREES (1)	(S02_05)	99	98	97	S052091$'10#11#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	243	243	BIOLOGY\REASONING (S02_05)	SA	1,2		10;11;79;				
S052152	C	1	0	ATOMS IN A CRUSHED CAN (C)	(S02_06)	9	8	7	S052152$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	244	244	CHEMISTRY\APPLYING (S02_06)	M3	1,2		1;2;3;4;				
S052136	C	2	0	LIST TWO SUBSTANCES THAT ARE METAL (1)	(S02_07)	99	98	97	S052136$'10#70#71#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	245	245	CHEMISTRY\REASONING (S02_07)	SA	1,2		10;70;71;79;				
S052046	C	1	0	FIRE PUT OUT BY BLANKET (D)	(S02_08)	9	8	7	S052046$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	246	246	CHEMISTRY\KNOWING (S02_08)	M4	1,2		1;2;3;4;				
S052254	C	1	0	WATER SPLITTING ROCK (A)	(S02_09)	9	8	7	S052254$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	247	247	CHEMISTRY\REASONING (S02_09)	M1	1,2		1;2;3;4;				
S052207	C	2	0	IN WHICH LIQUID WOULD OBJECT FLOAT (1)	(S02_10)	99	98	97	S052207$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	248	248	PHYSICS\KNOWING (S02_10)	SA	1,2		10;70;79;				
S052165A	C	2	0	WATER WHEEL: ENERGY OF TANK WATER (1)	(S02_11A)	99	98	97	S052165A$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	249	249	PHYSICS\KNOWING (S02_11)	SA	1,2		10;79;				
S052165B	C	2	0	WATER WHEEL: ENERGY BEFORE WHEEL (1)	(S02_11B)	99	98	97	S052165B$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	250	250	PHYSICS\KNOWING (S02_11)	SA	1,2		10;79;				
S052165C	C	2	0	WATER WHEEL: FASTER ROTATION (1)	(S02_11C)	99	98	97	S052165C$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	251	251	PHYSICS\REASONING (S02_11)	SA	1,2		10;79;				
S052297	C	1	0	HOLES IN VOLCANIC ROCKS (B)	(S02_12)	9	8	7	S052297$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	252	252	EARTH SCIENCE\KNOWING (S02_12)	M2	1,2		1;2;3;4;				
S052032	C	2	0	EVIDENCE CONTINENTS WERE JOINED (1)	(S02_13)	99	98	97	S052032$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	253	253	EARTH SCIENCE\REASONING (S02_13)	SA	1,2		10;79;				
S052106	C	2	0	ADVANTAGE OF TERRACING METHOD (1)	(S02_14)	99	98	97	S052106$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	254	254	EARTH SCIENCE\APPLYING (S02_14)	SA	1,2		10;79;				
